ID;GENERO;RENTA;EDAD;NIV_EDUC;E_CIVIL;COD_OFI;COD_COM;CIUDAD;COL_1;COL_2;COL_3;COL_4;D_ACTUAL;D_MES_ANT;PROM_DEUDA;M_MOROSO;MONTO;SEGURO;OFERTA;
1.118;M       ;8.150.000;43;UNV     ;CAS     ;83;105;SANTIAGO        ;0;-23.337;0;671.750;3.799;0;623;3;1.500.000;NO;ACEPTA;
1.119;M       ;480.000;39;UNV     ;CAS     ;61;284;OSORNO          ;0;0;0;0;9;0;103;1;2.000.000;NO;NO ACEPTA;
1.120;M       ;70.000;47;MED     ;CAS     ;55;90;SANTIAGO        ;0;84.794;0;1.000.000;7.563;72.690;3.982;2;3.000.000;NO;ACEPTA;
1.121;M       ;2.986.000;47;UNV     ;SEP     ;31;119;SANTIAGO        ;0;2.959.991;0;0;10;29.688;129;1;8.000.000;NO;ACEPTA;
1.122;F       ;670.000;45;UNV     ;CAS     ;31;119;SANTIAGO        ;0;250.000;0;0;0;0;47;1;2.500.000;NO;ACEPTA;
1.123;M       ;450.000;50;UNV     ;SOL     ;118;95;SANTIAGO        ;0;12.392;0;350.000;344;0;348;2;1.500.000;NO;ACEPTA;
1.124;F       ;82.100;38;TEC     ;SOL     ;71;326;PUNTA ARENAS    ;0;46.658;0;427.698;89;0;0;1;1.800.000;SI;NO ACEPTA;
1.125;F       ;5.400.000;29;TEC     ;SOL     ;90;90;SANTIAGO        ;1.680.122;0;0;0;4.360;0;621;3;650.000;NO;NO ACEPTA;
1.126;M       ;650.000;47;UNV     ;CAS     ;146;90;SANTIAGO        ;0;1.544.412;0;260.790;296;14.645;0;1;1.100.000;NO;ACEPTA;
1.127;M       ;638.000;31;MED     ;CAS     ;27;226;CONCEPCION      ;0;325.000;0;461.631;164;0;1.382;1;2.300.000;NO;ACEPTA;
1.128;M       ;2.420.000;59;TEC     ;CAS     ;60;291;PUERTO MONTT    ;0;39.924;0;2.500.000;4.874;0;25.640;1;8.000.000;NO;NO ACEPTA;
1.129;M       ;50.000;48;MED     ;CAS     ;55;90;SANTIAGO        ;643.275;3.771;0;500.000;1.926;19.037;31.765;2;4.600.000;NO;ACEPTA;
1.130;F       ;1.330.000;46;UNV     ;CAS     ;138;1;ARICA           ;0;614.444;0;0;590;15.844;0;1;6.100.000;SI;ACEPTA;
1.131;F       ;50.000;41;TEC     ;SOL     ;74;510;SANTIAGO        ;0;17.349;0;175.330;840;0;179;1;4.700.000;SI;NO ACEPTA;
1.132;F       ;74.700;50;MED     ;SOL     ;90;88;SANTIAGO        ;0;0;0;0;2.077;13.542;9;1;2.800.000;SI;NO ACEPTA;
1.133;M       ;700.000;40;UNV     ;CAS     ;31;119;SANTIAGO        ;0;163.850;0;2.311.278;1.240;0;3.763;1;1.600.000;NO;ACEPTA;
1.134;F       ;1.900.000;48;MED     ;CAS     ;56;135;MACHALI         ;1.555.879;450.062;0;719.865;5.286;0;5.054;3;6.200.000;SI;NO ACEPTA;
1.135;F       ;2.000.000;61;TEC     ;CAS     ;24;124;CURACAVI        ;0;500.000;0;0;89;0;53.118;1;8.000.000;NO;NO ACEPTA;
1.136;M       ;5.500.000;44;UNV     ;SEP     ;55;90;SANTIAGO        ;0;24.357;0;200.000;386;0;3.830;2;6.800.000;NO;ACEPTA;
1.137;F       ;1.000.000;42;TEC     ;CAS     ;27;226;CONCEPCION      ;796.361;259.348;0;132.718;1.288;0;0;1;3.800.000;SI;NO ACEPTA;
1.138;M       ;1.813.000;41;MED     ;CAS     ;54;85;SANTIAGO        ;0;1.033.858;0;0;29;9.394;1;1;8.000.000;SI;NO ACEPTA;
1.139;F       ;5.300.000;37;MED     ;VIU     ;90;90;SANTIAGO        ;1.216.623;250.000;0;941.404;1.351;0;529;1;2.300.000;SI;NO ACEPTA;
1.140;M       ;838.000;41;MED     ;CAS     ;31;119;SANTIAGO        ;0;394.637;0;1.463.336;491;0;774;1;3.700.000;NO;ACEPTA;
1.141;F       ;1.054.000;27;UNV     ;CAS     ;100;88;SANTIAGO        ;0;545.917;0;0;54;0;0;1;4.800.000;NO;NO ACEPTA;
1.142;M       ;2.027.000;49;TEC     ;CAS     ;20;49;LOS ANDES       ;0;278.114;0;537.791;205;0;24.259;2;8.000.000;NO;NO ACEPTA;
1.143;M       ;43.800;45;UNV     ;CAS     ;84;91;SANTIAGO        ;0;14.010;0;500.000;4.250;0;1.812;3;1.200.000;NO;ACEPTA;
1.144;M       ;2.257.000;56;MED     ;SOL     ;51;88;SANTIAGO        ;5.813.695;2.317.011;0;97.741;0;0;0;0;5.500.000;NO;NO ACEPTA;
1.145;M       ;620.000;45;UNV     ;SOL     ;90;119;SANTIAGO        ;778.380;318.629;0;102.479;1.313;0;435;2;1.200.000;NO;ACEPTA;
1.146;M       ;700.000;33;TEC     ;CAS     ;83;88;SANTIAGO        ;0;0;0;0;1.939;0;1.162;1;900.000;NO;NO ACEPTA;
1.147;M       ;740.000;47;UNV     ;CAS     ;122;97;SANTIAGO        ;0;732.502;0;309.907;1.203;8.423;1.188;2;1.800.000;NO;ACEPTA;
1.148;M       ;518.000;46;UNV     ;CAS     ;89;23;CALDERA         ;0;650.000;0;294.727;1.055;11.363;2.315;2;1.100.000;NO;NO ACEPTA;
1.149;F       ;650.000;29;TEC     ;CAS     ;52;89;SANTIAGO        ;0;754.136;0;400.000;392;0;374;1;1.900.000;NO;NO ACEPTA;
1.150;F       ;482.000;45;MED     ;CAS     ;31;119;SANTIAGO        ;0;604.803;0;0;43;0;0;1;1.400.000;NO;ACEPTA;
1.151;M       ;530.000;39;TEC     ;CAS     ;125;89;SANTIAGO        ;0;1.024.000;0;224.297;238;0;226;2;1.100.000;NO;NO ACEPTA;
1.152;M       ;6.100.000;41;UNV     ;CAS     ;55;90;SANTIAGO        ;0;29.642;0;411.487;1.931;11.067;607;2;5.300.000;SI;ACEPTA;
1.153;M       ;680.000;29;UNV     ;CAS     ;153;298;LLANQUIHUE      ;0;1.150.000;0;235.251;0;0;269;0;1.600.000;NO;NO ACEPTA;
1.154;M       ;650.000;27;UNV     ;SOL     ;47;66;VALPARAISO      ;0;500.000;0;0;0;0;86;0;2.100.000;NO;NO ACEPTA;
1.155;M       ;61.000;43;UNV     ;CAS     ;55;90;SANTIAGO        ;0;1.718.366;0;1.527.517;830;0;33.134;2;2.300.000;SI;ACEPTA;
1.156;M       ;1.515.000;48;UNV     ;SOL     ;138;1;ARICA           ;0;700.000;0;0;1;0;3;1;8.000.000;NO;ACEPTA;
1.157;F       ;96.000;41;MED     ;SOL     ;16;85;SANTIAGO        ;0;262.295;0;250.000;473;0;256;1;1.800.000;SI;NO ACEPTA;
1.158;M       ;893.000;45;UNV     ;CAS     ;31;119;SANTIAGO        ;0;1.945.800;0;0;132;0;0;1;2.600.000;NO;ACEPTA;
1.159;M       ;1.000.000;47;UNV     ;SOL     ;18;118;SANTIAGO        ;0;36.054;0;400.000;1.346;0;0;2;3.700.000;NO;ACEPTA;
1.160;M       ;540.000;46;MED     ;CAS     ;138;1;ARICA           ;0;498.910;0;103.769;1.569;0;0;2;600.000;NO;ACEPTA;
1.161;F       ;60.000;48;MED     ;SOL     ;93;90;SANTIAGO        ;0;0;0;0;3.079;0;0;1;8.000.000;SI;NO ACEPTA;
1.162;F       ;450.000;30;TEC     ;CAS     ;27;226;CONCEPCION      ;0;23.957;0;323.840;910;0;348;2;900.000;NO;ACEPTA;
1.163;F       ;9.460.000;39;TEC     ;SOL     ;85;88;SANTIAGO        ;0;1.050.000;0;131.448;6;0;8;1;4.100.000;SI;NO ACEPTA;
1.164;F       ;65.000;57;MED     ;SOL     ;54;80;SANTIAGO        ;0;1.291.552;0;244.528;46;0;0;1;1.500.000;SI;NO ACEPTA;
1.165;M       ;1.400.000;37;TEC     ;CAS     ;79;131;RANCAGUA        ;987.010;2.000.000;0;164.296;1.110;50.924;1.693;1;4.100.000;NO;NO ACEPTA;
1.166;M       ;990.000;38;TEC     ;CAS     ;13;16;ANTOFAGASTA     ;1.348.167;799.999;0;0;4.232;29.553;4;3;750.000;NO;NO ACEPTA;
1.167;F       ;2.626.000;42;TEC     ;CAS     ;24;88;SANTIAGO        ;0;1.507.705;0;0;189;96.345;1;2;8.000.000;NO;NO ACEPTA;
1.168;F       ;887.000;55;TEC     ;SOL     ;90;92;SANTIAGO        ;0;1.583.604;0;0;14;39.705;83;1;2.900.000;NO;ACEPTA;
1.169;M       ;700.000;45;UNV     ;CAS     ;90;102;SANTIAGO        ;1.161.539;740.000;0;594.760;1.404;0;1.017;2;900.000;NO;ACEPTA;
1.170;M       ;2.086.000;53;UNV     ;CAS     ;98;88;SANTIAGO        ;0;550.000;0;1.192.272;3.085;0;7.396;1;8.000.000;NO;ACEPTA;
1.171;M       ;710.000;37;TEC     ;CAS     ;79;153;SANTA CRUZ      ;0;615.624;0;300.000;508;3.443;1.691;3;2.300.000;NO;NO ACEPTA;
1.172;F       ;61.000;41;TEC     ;SEP     ;10;5;IQUIQUE         ;0;800.000;0;0;0;27.035;0;0;8.000.000;NO;NO ACEPTA;
1.173;M       ;2.160.000;52;MED     ;CAS     ;27;226;CONCEPCION      ;0;0;0;763.283;7.465;6.605;272;2;5.500.000;NO;ACEPTA;
1.174;M       ;600.000;44;MED     ;CAS     ;10;5;IQUIQUE         ;0;600.000;0;0;15;0;0;1;1.800.000;NO;NO ACEPTA;
1.175;F       ;5.000.000;40;TEC     ;VIU     ;151;226;CONCEPCION      ;0;438.337;0;0;2.815;0;0;3;1.000.000;SI;NO ACEPTA;
1.176;M       ;1.126.000;48;UNV     ;CAS     ;138;1;ARICA           ;0;700.000;0;1.500.000;0;0;4.037;1;5.000.000;SI;ACEPTA;
1.177;M       ;454.000;29;UNV     ;SOL     ;19;105;SANTIAGO        ;0;249.917;0;14.641;0;16.254;43;0;1.600.000;NO;NO ACEPTA;
1.178;F       ;48.000;56;MED     ;VIU     ;51;5;IQUIQUE         ;0;16.808;0;250.000;1.840;0;554;3;2.700.000;SI;NO ACEPTA;
1.179;F       ;1.101.000;47;UNV     ;CAS     ;71;326;PUNTA ARENAS    ;1.213.865;587.389;0;0;2.566;23.635;2;2;3.000.000;NO;NO ACEPTA;
1.180;M       ;70.000;42;UNV     ;CAS     ;130;111;SANTIAGO        ;0;31.692;0;236.595;281;0;244;1;2.200.000;NO;ACEPTA;
1.181;M       ;1.325.000;54;UNV     ;CAS     ;27;226;CONCEPCION      ;4.417.010;166.245;0;1.500.000;5.500;41.223;3.411;2;1.200.000;NO;ACEPTA;
1.182;F       ;61.600;50;TEC     ;SOL     ;67;193;CHILLAN         ;0;0;0;0;0;0;0;0;2.400.000;SI;NO ACEPTA;
1.183;M       ;3.200.000;43;UNV     ;CAS     ;10;5;IQUIQUE         ;0;956.620;0;0;86;45.710;0;1;8.000.000;NO;NO ACEPTA;
1.184;M       ;1.000.000;41;UNV     ;CAS     ;94;301;ANCUD           ;0;2.123.947;0;0;192;0;1;1;2.900.000;NO;NO ACEPTA;
1.185;M       ;700.000;37;TEC     ;CAS     ;56;148;SAN FERNANDO    ;0;436.583;0;0;332;0;0;2;2.400.000;NO;NO ACEPTA;
1.186;M       ;4.500.000;43;UNV     ;CAS     ;55;90;SANTIAGO        ;1.538.801;-12.440;0;1.000.000;2.555;44.010;6.939;1;2.000.000;SI;ACEPTA;
1.187;F       ;850.000;34;TEC     ;SOL     ;83;89;SANTIAGO        ;0;790.463;0;1.003.837;378;0;834;1;3.500.000;SI;NO ACEPTA;
1.188;M       ;5.020.000;41;MED     ;CAS     ;55;90;SANTIAGO        ;0;30.637;0;0;2.608;0;0;1;3.000.000;NO;ACEPTA;
1.189;M       ;821.000;40;MED     ;CAS     ;15;66;VALPARAISO      ;0;800.000;0;0;9;0;0;1;3.400.000;NO;NO ACEPTA;
1.190;M       ;827.000;38;UNV     ;CAS     ;17;105;SANTIAGO        ;0;300.000;0;0;1;7.991;0;1;3.900.000;NO;NO ACEPTA;
1.191;F       ;63.000;41;TEC     ;SOL     ;120;80;SANTIAGO        ;0;554.424;0;0;0;27.487;0;0;3.500.000;SI;NO ACEPTA;
1.192;M       ;800.000;43;MED     ;SEP     ;138;1;ARICA           ;0;137.664;0;500.000;156;733;511;1;3.900.000;NO;ACEPTA;
1.193;F       ;788.000;46;MED     ;SOL     ;73;80;SANTIAGO        ;0;1.164.494;0;0;0;21.249;0;0;2.800.000;NO;NO ACEPTA;
1.194;M       ;7.000.000;43;UNV     ;CAS     ;107;86;SANTIAGO        ;0;730.275;0;3.000.000;618;0;3.062;1;6.600.000;NO;ACEPTA;
1.195;F       ;7.300.000;34;EUN     ;CAS     ;67;510;SANTIAGO        ;0;0;0;0;1.281;0;2.667;1;1.300.000;NO;NO ACEPTA;
1.196;F       ;6.330.000;44;UNV     ;CAS     ;103;115;SANTIAGO        ;0;515.765;0;0;0;5.271;0;1;1.600.000;SI;ACEPTA;
1.197;M       ;570.000;58;UNV     ;SOL     ;43;70;QUILPUE         ;0;148.617;919.166;1.300.000;0;0;4.235;0;2.200.000;NO;NO ACEPTA;
1.198;M       ;800.000;38;TEC     ;CAS     ;14;22;COPIAPO         ;0;0;0;690.464;0;0;705;0;4.000.000;SI;NO ACEPTA;
1.199;M       ;460.000;26;UNV     ;CAS     ;27;226;CONCEPCION      ;0;65.899;0;250.000;125;0;256;1;1.800.000;NO;ACEPTA;
1.200;M       ;6.500.000;43;UNV     ;CAS     ;107;82;SANTIAGO        ;2.006.872;820.302;0;0;1.030;0;0;1;1.300.000;SI;ACEPTA;
1.201;F       ;1.003.000;41;TEC     ;SEP     ;59;98;SANTIAGO        ;648.418;385.450;0;487.910;1.993;0;247;2;3.100.000;NO;ACEPTA;
1.202;M       ;1.240.000;50;UNV     ;CAS     ;125;88;SANTIAGO        ;0;315.204;0;500.000;3.659;0;180;1;2.600.000;NO;ACEPTA;
1.203;M       ;500.000;37;UNV     ;CAS     ;90;84;SANTIAGO        ;0;450.000;0;0;41;0;0;1;1.600.000;NO;NO ACEPTA;
1.204;M       ;500.000;43;UNV     ;CAS     ;31;119;SANTIAGO        ;450.336;83.218;0;498.493;845;0;1.555;2;1.200.000;NO;ACEPTA;
1.205;M       ;1.129.000;50;UNV     ;SOL     ;108;80;SANTIAGO        ;0;291.532;0;749.653;4.783;0;3.134;2;900.000;NO;ACEPTA;
1.206;M       ;660.000;37;UNV     ;SOL     ;27;226;CONCEPCION      ;0;43.216;0;300.000;848;20.461;919;2;1.800.000;NO;NO ACEPTA;
1.207;M       ;820.000;49;UNV     ;CAS     ;45;92;SANTIAGO        ;997.557;490.292;0;1.000.000;1.330;0;1.018;1;2.700.000;NO;ACEPTA;
1.208;M       ;511.000;50;TEC     ;SOL     ;138;1;ARICA           ;0;123.885;0;142.686;0;2.277;552;1;2.000.000;NO;ACEPTA;
1.209;M       ;460.000;55;TEC     ;CAS     ;27;226;CONCEPCION      ;499.409;5.562;0;340.425;880;1.476;325;1;1.000.000;NO;ACEPTA;
1.210;M       ;6.040.000;40;UNV     ;SEP     ;55;90;SANTIAGO        ;53.599;2.850;0;592.126;1.460;2.140;120;2;500.000;NO;ACEPTA;
1.211;F       ;55.000;43;TEC     ;SOL     ;59;86;SANTIAGO        ;0;1.399.906;0;0;888;58.315;1;1;8.000.000;SI;NO ACEPTA;
1.212;F       ;51.800;53;TEC     ;SOL     ;25;88;SANTIAGO        ;0;522.938;0;496.620;531;0;161;1;6.900.000;SI;NO ACEPTA;
1.213;M       ;1.211.000;36;MED     ;CAS     ;30;98;SANTIAGO        ;0;858.970;0;568.510;0;0;13.329;0;5.200.000;NO;NO ACEPTA;
1.214;M       ;486.000;49;UNV     ;CAS     ;138;1;ARICA           ;0;421.169;0;250.000;469;0;255;3;1.500.000;NO;ACEPTA;
1.215;F       ;500.000;29;TEC     ;CAS     ;105;63;HIJUELAS        ;0;0;0;0;22;0;0;1;2.000.000;NO;NO ACEPTA;
1.216;M       ;530.000;51;MED     ;CAS     ;31;119;SANTIAGO        ;775.305;200.000;0;119.492;1.076;33.111;11.378;1;1.100.000;NO;ACEPTA;
1.217;F       ;1.000.000;47;UNV     ;SEP     ;15;67;VINA DEL MAR    ;0;199.629;0;774.251;162;0;815;1;4.900.000;NO;NO ACEPTA;
1.218;M       ;8.180.000;40;UNV     ;CAS     ;55;90;SANTIAGO        ;0;300.000;0;244.190;51;0;109;1;1.800.000;NO;ACEPTA;
1.219;F       ;740.000;43;MED     ;CAS     ;65;74;SAN ANTONIO     ;0;1.891.842;0;152.025;0;0;152;0;1.100.000;NO;NO ACEPTA;
1.220;M       ;90.000;50;MED     ;SEP     ;55;90;SANTIAGO        ;1.235.092;600.000;0;0;1.783;0;0;2;2.200.000;NO;ACEPTA;
1.221;M       ;685.000;51;UNV     ;CAS     ;82;108;SANTIAGO        ;0;164.272;0;99.401;114;0;1.152;1;2.600.000;NO;ACEPTA;
1.222;M       ;550.000;30;TEC     ;SOL     ;90;226;CONCEPCION      ;0;21.420;0;0;284;0;0;1;2.000.000;NO;NO ACEPTA;
1.223;F       ;6.700.000;30;TEC     ;VIU     ;61;284;OSORNO          ;0;989.745;0;0;31;17.767;0;1;1.900.000;NO;NO ACEPTA;
1.224;M       ;770.000;53;TEC     ;CAS     ;27;226;CONCEPCION      ;0;1.467.706;0;1.337.348;302;0;553;1;2.400.000;NO;ACEPTA;
1.225;F       ;500.000;29;MED     ;CAS     ;104;85;SANTIAGO        ;0;168.492;0;87.200;77;0;3;1;1.900.000;NO;NO ACEPTA;
1.226;M       ;445.000;54;UNV     ;SOL     ;27;226;CONCEPCION      ;0;194.642;0;0;22;0;0;1;1.600.000;NO;ACEPTA;
1.227;F       ;4.500.000;36;MED     ;VIU     ;10;5;IQUIQUE         ;0;0;0;0;2.049;17.107;295;1;3.000.000;NO;NO ACEPTA;
1.228;F       ;550.000;39;TEC     ;SEP     ;48;88;SANTIAGO        ;0;300.000;0;0;310;0;0;1;1.900.000;NO;NO ACEPTA;
1.229;F       ;1.520.000;50;UNV     ;CAS     ;31;119;SANTIAGO        ;0;1.150.000;8.101.805;0;0;0;9.463;1;8.000.000;NO;ACEPTA;
1.230;M       ;6.210.000;44;UNV     ;CAS     ;55;90;SANTIAGO        ;0;198.960;0;0;0;0;450;1;2.100.000;NO;ACEPTA;
1.231;M       ;1.400.000;48;UNV     ;CAS     ;138;1;ARICA           ;0;800.000;0;880.556;0;14.820;520;1;6.200.000;NO;ACEPTA;
1.232;F       ;550.000;32;TEC     ;SOL     ;39;105;SANTIAGO        ;0;85.293;0;500.000;1.080;21.759;510;2;1.200.000;NO;NO ACEPTA;
1.233;F       ;75.000;50;TEC     ;SOL     ;75;516;LLO-LLEO        ;0;489.752;0;0;10;0;0;1;2.000.000;SI;NO ACEPTA;
1.234;M       ;1.200.000;24;TEC     ;CAS     ;116;131;RANCAGUA        ;1.766.770;0;0;0;1.849;0;0;1;4.200.000;NO;ACEPTA;
1.235;M       ;61.700;52;MED     ;CAS     ;31;119;SANTIAGO        ;0;843.757;0;17.233.446;6.406;0;50.224;3;3.800.000;NO;ACEPTA;
1.236;M       ;700.000;27;TEC     ;CAS     ;13;80;SANTIAGO        ;0;0;0;0;1.575;0;458;2;1.300.000;NO;NO ACEPTA;
1.237;F       ;46.000;43;MED     ;SOL     ;11;11;TOCOPILLA       ;0;476.919;0;0;0;0;2.740;0;6.100.000;SI;NO ACEPTA;
1.238;M       ;600.000;60;TEC     ;SOL     ;67;193;CHILLAN         ;221.725;990.000;0;500.000;296;0;511;1;1.200.000;NO;NO ACEPTA;
1.239;M       ;787.000;53;MED     ;CAS     ;17;80;SANTIAGO        ;1.493.566;1.289.990;0;205.949;1.760;74.867;228;1;1.200.000;NO;ACEPTA;
1.240;F       ;82.300;47;MED     ;SOL     ;126;80;SANTIAGO        ;0;239.267;0;0;641;0;0;1;1.500.000;SI;NO ACEPTA;
1.241;M       ;1.000.000;46;UNV     ;SOL     ;90;80;SANTIAGO        ;0;2.973.477;0;0;3.071;22.190;3.170;2;2.000.000;NO;ACEPTA;
1.242;M       ;46.300;42;MED     ;CAS     ;55;90;SANTIAGO        ;0;230.794;0;336.770;114;38.343;0;1;6.800.000;NO;ACEPTA;
1.243;F       ;2.487.000;52;UNV     ;CAS     ;29;89;SANTIAGO        ;0;99.020;0;3.610.629;891;4.621;21.559;3;8.000.000;SI;ACEPTA;
1.244;F       ;5.580.000;32;TEC     ;CAS     ;34;29;LA SERENA       ;0;862.294;0;0;75;0;0;1;6.700.000;NO;NO ACEPTA;
1.245;M       ;1.470.000;45;UNV     ;CAS     ;54;93;SANTIAGO        ;0;800.000;0;0;3.379;0;18.055;1;4.000.000;NO;ACEPTA;
1.246;F       ;9.000.000;34;MED     ;SEP     ;84;91;SANTIAGO        ;0;7.254;0;492.057;1.017;0;300;1;1.600.000;SI;NO ACEPTA;
1.247;M       ;1.230.000;34;UNV     ;CAS     ;85;67;VINA DEL MAR    ;0;1.282.357;0;0;37;45.047;0;1;4.900.000;NO;NO ACEPTA;
1.248;F       ;730.000;50;TEC     ;CAS     ;138;1;ARICA           ;0;600.000;0;0;1.981;0;612;2;1.000.000;NO;ACEPTA;
1.249;M       ;1.600.000;39;UNV     ;CAS     ;151;226;CONCEPCION      ;0;21.994;1.578.568;600.000;1.474;0;8.148;2;8.000.000;SI;NO ACEPTA;
1.250;M       ;800.000;47;UNV     ;SOL     ;138;1;ARICA           ;477.812;250.000;4.852.448;611.836;1.229;31.636;6.147;2;2.800.000;NO;ACEPTA;
1.251;M       ;2.000.000;41;TEC     ;CAS     ;64;92;SANTIAGO        ;0;1.742.847;0;1.864.651;490;55.283;0;1;8.000.000;NO;NO ACEPTA;
1.252;M       ;460.000;49;UNV     ;CAS     ;138;1;ARICA           ;499.409;5.562;0;340.425;880;1.476;325;1;1.000.000;NO;ACEPTA;
1.253;M       ;9.100.000;42;UNV     ;CAS     ;19;92;SANTIAGO        ;0;0;0;0;1.676;23.418;715;1;3.900.000;NO;ACEPTA;
1.254;M       ;489.000;48;UNV     ;CAS     ;108;115;SANTIAGO        ;0;600.000;0;0;686;0;0;3;1.300.000;NO;ACEPTA;
1.255;F       ;63.900;42;MED     ;SEP     ;74;272;VALDIVIA        ;4.502.481;650.000;0;0;5.402;0;922;1;600.000;SI;NO ACEPTA;
1.256;M       ;1.000.000;52;UNV     ;SOL     ;138;1;ARICA           ;0;0;0;0;0;0;0;1;5.000.000;NO;ACEPTA;
1.257;M       ;77.200;52;UNV     ;CAS     ;49;104;SANTIAGO        ;0;19.900;0;500.000;2.739;0;1.536;3;1.900.000;NO;ACEPTA;
1.258;F       ;730.000;54;MED     ;SOL     ;27;226;CONCEPCION      ;0;5.719;0;554.061;1.440;0;912;3;1.500.000;NO;ACEPTA;
1.259;F       ;700.000;51;MED     ;CAS     ;90;88;SANTIAGO        ;0;1.000.000;0;500.000;2.305;0;3.873;2;500.000;NO;NO ACEPTA;
1.260;F       ;500.000;48;UNV     ;CAS     ;31;119;SANTIAGO        ;0;0;0;0;0;0;2.600;1;2.000.000;SI;ACEPTA;
1.261;M       ;45.000;55;MED     ;CAS     ;55;90;SANTIAGO        ;0;800.000;0;2.789.243;4.821;0;21.770;1;5.000.000;NO;ACEPTA;
1.262;M       ;8.500.000;42;UNV     ;CAS     ;55;90;SANTIAGO        ;9.497.318;350.000;0;66;10.346;0;26.476;1;1.700.000;SI;ACEPTA;
1.263;F       ;57.700;37;MED     ;SOL     ;70;261;VILLARRICA      ;293.074;500.000;0;0;0;2.169;0;0;1.700.000;SI;NO ACEPTA;
1.264;M       ;80.000;41;UNV     ;CAS     ;104;93;SANTIAGO        ;3.062.897;879;0;778.021;4.048;1.213;729;2;2.000.000;NO;ACEPTA;
1.265;M       ;8.230.000;39;UNV     ;CAS     ;55;90;SANTIAGO        ;0;0;0;0;210;0;0;1;1.800.000;NO;ACEPTA;
1.266;F       ;460.000;36;TEC     ;CAS     ;37;99;SANTIAGO        ;0;500.000;0;0;67;0;0;1;1.400.000;NO;NO ACEPTA;
1.267;F       ;450.000;51;MED     ;CAS     ;91;279;PANGUIPULLI     ;0;181.015;0;250.000;196;0;256;1;1.700.000;NO;NO ACEPTA;
1.268;M       ;860.000;45;UNV     ;CAS     ;31;119;SANTIAGO        ;0;58.926;0;500.000;501;0;3.831;1;3.800.000;NO;ACEPTA;
1.269;M       ;74.700;45;MED     ;CAS     ;120;85;SANTIAGO        ;0;304.160;0;51.881;1.147;0;0;3;1.300.000;NO;ACEPTA;
1.270;M       ;1.122.000;48;UNV     ;SOL     ;138;1;ARICA           ;1.999.121;951.162;0;300.000;2.586;0;0;1;2.700.000;NO;ACEPTA;
1.271;F       ;66.900;39;MED     ;SOL     ;90;80;SANTIAGO        ;0;0;0;0;503;0;0;1;8.000.000;SI;NO ACEPTA;
1.272;M       ;800.000;48;UNV     ;CAS     ;78;182;LINARES         ;0;883.111;0;0;335;0;0;1;3.200.000;NO;NO ACEPTA;
1.273;M       ;2.210.000;47;UNV     ;CAS     ;31;119;SANTIAGO        ;0;1.937.257;0;1.416.067;5.497;0;21.772;3;7.800.000;NO;ACEPTA;
1.274;M       ;52.600;40;UNV     ;CAS     ;55;90;SANTIAGO        ;0;1.589.297;0;1.022.973;8.582;32.651;2.050;2;1.200.000;NO;ACEPTA;
1.275;M       ;770.000;48;UNV     ;CAS     ;138;1;ARICA           ;0;1.467.706;0;1.337.348;302;0;553;1;2.400.000;NO;ACEPTA;
1.276;M       ;529.000;32;TEC     ;CAS     ;42;31;COQUIMBO        ;0;500.000;0;0;935;2.290;0;1;1.200.000;NO;NO ACEPTA;
1.277;M       ;800.000;53;UNV     ;VIU     ;138;1;ARICA           ;0;300.000;0;228.415;0;0;71;1;3.700.000;SI;ACEPTA;
1.278;F       ;463.000;49;MED     ;CAS     ;138;1;ARICA           ;0;-4.030;0;292.673;142;0;81;1;1.800.000;NO;ACEPTA;
1.279;M       ;2.500.000;44;TEC     ;CAS     ;88;67;VINA DEL MAR    ;0;2.731.445;0;209.098;45;0;0;1;8.000.000;NO;NO ACEPTA;
1.280;F       ;2.100.000;52;TEC     ;CAS     ;102;90;SANTIAGO        ;0;2.720.553;0;0;0;0;31;0;8.000.000;NO;NO ACEPTA;
1.281;M       ;871.000;48;UNV     ;SOL     ;138;1;ARICA           ;0;900.000;0;0;0;1.872;0;1;3.500.000;SI;ACEPTA;
1.282;F       ;6.100.000;31;TEC     ;SOL     ;17;115;SANTIAGO        ;0;0;0;0;0;0;359;0;2.700.000;NO;NO ACEPTA;
1.283;F       ;6.740.000;37;TEC     ;SOL     ;20;326;PUNTA ARENAS    ;0;700.000;0;0;108;4.470;0;1;1.700.000;NO;NO ACEPTA;
1.284;F       ;78.300;60;MED     ;SOL     ;59;88;SANTIAGO        ;0;518.245;0;54.448;147;0;0;1;1.700.000;SI;NO ACEPTA;
1.285;F       ;1.400.000;58;        ;CAS     ;45;93;SANTIAGO        ;0;584.836;0;0;458;0;0;1;6.500.000;SI;NO ACEPTA;
1.286;M       ;600.000;23;TEC     ;SOL     ;90;97;SANTIAGO        ;0;285.070;0;130.936;0;0;16.308;1;2.200.000;NO;ACEPTA;
1.287;M       ;1.230.000;47;MED     ;CAS     ;138;1;ARICA           ;0;6.741;0;0;2.975;0;0;3;3.200.000;NO;ACEPTA;
1.288;M       ;818.000;54;TEC     ;CAS     ;27;226;CONCEPCION      ;0;0;0;34.095;0;4.853;0;1;4.100.000;NO;ACEPTA;
1.289;F       ;700.000;48;MED     ;SOL     ;60;291;PUERTO MONTT    ;0;300.000;0;0;0;11.820;0;0;2.500.000;NO;NO ACEPTA;
1.290;F       ;543.000;52;TEC     ;CAS     ;27;226;CONCEPCION      ;0;151.767;0;300.000;104;0;306;1;2.100.000;NO;ACEPTA;
